citperOD_0,STD_0,citperOD_2,STD_2,citperOD_4,STD_4,citperOD_8,STD_8,citperOD_16,STD_16,citperOD_32,STD_32,citperOD_64,STD_64,citperOD_128,STD_128
48.80032432,0.2684663795,48.89975469,0.3636264462,56.52173811,7.57395609,53.60824749,7.1641001,58.23627254,7.22292936,51.26327285,10.50296607,60.68487183,7.748231991,62.47211034,7.763230152
68.54531485,0.2392347497,66.19937608,6.746519282,63.92329266,6.930635849,71.23071017,0.2583469032,67.24683473,6.855338559,68.14921011,11.30790403,73.52941359,0.8009110292,77.31958782,1.412621675
65.90992224,0.5336840512,75.10326692,6.510917264,72.99269989,6.660611446,79.57559551,0.2276556679,80.52147346,0.1928124511,83.13127616,11.79602437,90.80142258,6.880376002,100.2087678,1.388333654
70.84661635,6.164529907,75.75757617,0.7100445758,82.52063081,6.540027399,91.91176475,6.476908495,96.43916772,6.451650468,95.6779949,16.19404912,111.7533732,6.772627869,118.270799,7.212454898
71.69682582,0.3470399113,79.17383818,5.973697568,87.87989631,1.413300629,106.9137548,10.9434126,122.4783871,6.28181796,129.9967498,21.09292992,140.4707691,13.35236767,156.7524103,24.13821278
78.89546324,0.2334195822,88.3507868,0.2182705014,109.6568821,6.964003577,144.1317774,18.37314659,166.7245567,18.09633889,175.2708775,39.62385414,181.7507442,12.9857285,198.8304107,31.02910467
85.55132869,0.2817108605,110.5651112,0.678297306,144.6837138,21.61785298,191.9258788,38.56453929,222.072677,26.80474975,213.0945044,55.493296,235.1664256,17.05663557,257.0003886,51.92632855
66.74757304,5.279650578,117.9516667,5.051392332,178.9709176,50.14848388,230.6477088,82.84633612,243.111832,39.17731913,238.5265728,70.34002759,261.391733,22.67225901,274.6425892,73.49917897
64.44053803,5.086947086,138.6246266,8.164047454,193.0147033,61.77931916,271.0109676,99.13544933,298.3219382,44.41004017,297.7232964,109.4459404,305.212616,31.66029206,322.1083481,74.85405247
75.73632385,0.7020304841,156.2093184,13.5640214,225.9887002,82.27788068,331.184062,113.0285951,375.6285109,82.24255758,372.2943703,115.2766755,394.9129865,42.34420944,389.9821107,81.45579469
64.44683124,0.5599698713,178.3532863,11.36754765,267.5585274,117.1136547,367.2316362,162.8371152,441.7109338,113.0535118,415.0632253,135.8090775,431.6780161,25.45229932,420.9049374,86.23873938
62.11180069,4.488578607,210.6455227,18.03557148,361.4768986,169.1621194,503.9577828,249.2578362,532.4196099,187.7223768,454.0598233,154.0333478,508.2631787,33.7313919,497.7988496,107.600444
72.12656987,5.058994864,270.2145237,19.24870903,478.1355237,245.0677847,679.9704335,392.5009213,628.5572749,225.9296783,514.6680401,202.1233627,586.2997239,31.08890491,558.8428646,114.5621528
58.46686763,4.120529874,298.3932594,36.35947782,540.4804316,308.6411631,792.951543,484.0790904,742.8970451,323.5735424,650.0488794,235.6932149,649.4252782,61.58395148,603.9415163,150.3576443
60.31614128,6.301651556,323.0412322,25.22564159,591.9528261,345.24877,942.3743386,571.3260494,953.518679,501.5018037,714.2857273,271.689979,759.4235074,55.32035961,729.2307625,236.8118684
59.77286284,4.925925906,340.248959,29.2708102,631.2028524,404.468243,1116.288502,705.5872532,986.2292439,452.9361636,811.5358784,292.5087116,850.2237242,42.80268878,755.6221938,149.4582777
60.55045852,8.796505172,393.2411626,12.94601842,758.3287279,494.5672588,1246.1715,797.4895395,1135.073796,554.4206259,879.7964849,355.5484489,979.8055111,38.37535193,818.679732,130.4410916
51.47177064,5.139884517,454.3524456,57.69538716,927.5751967,518.4514461,1456.643225,977.9127568,1274.185123,610.9051487,1029.411754,456.0687803,1076.995749,86.42257808,970.3947601,324.6755191
50.59265696,3.690727828,487.8380216,46.75526239,983.4031246,551.2518271,1694.290996,1151.861847,1423.001973,714.4657796,1088.141343,424.1278558,1207.63183,155.60116,1067.625125,373.5370049
57.34393366,2.592559314,500.6273395,50.71154169,1223.87199,516.6929117,1995.610567,1241.58116,1470.721038,568.658165,1318.663691,248.3424309,1212.81468,120.453568,1181.043172,407.6252784
53.50703769,2.062711258,578.4931187,84.04854462,1287.899146,406.8171215,2395.573981,1135.889649,1975.158616,703.2904385,1994.840941,381.8947358,1573.60405,136.0585313,1420.283104,661.8810088
52.00433493,3.638050793,585.0475638,70.14919798,1364.958912,341.9061215,2448.766466,992.4084645,1939.501787,254.1271375,2270.356972,565.1817521,1610.871123,323.6442064,1993.09752,1292.265235
54.61816074,2.21661292,596.4875802,41.54542026,1516.055031,194.1244383,2584.834087,1004.110647,1958.52266,341.4802092,2738.356411,677.5169157,2246.467785,480.7385492,2144.147772,1207.370225
55.80876173,1.178249277,637.0355959,78.34004636,1633.584565,439.4448526,2851.423417,728.480143,2356.03216,510.0209564,2923.405236,823.5254103,3499.147295,988.5942845,2792.2562,1340.82735
55.1486433,3.009735241,644.8026664,71.73559506,1627.344255,532.9406166,3143.426628,650.0110198,2473.277917,1080.0569,3543.015715,897.0397782,4364.907781,416.9285355,3041.450797,745.127581
60.27354981,1.435203923,571.9040031,57.03082358,1849.818609,267.6060008,3281.857167,726.9715159,2265.173072,667.8819255,3895.403864,820.7215793,4737.025309,1166.319086,3538.908652,675.9161137
59.77547724,4.218782778,518.1086453,62.66404409,1837.837862,316.1250337,3254.894713,764.9370287,2893.315257,1231.871051,4220.942854,506.6145919,5538.396448,1165.477602,4138.243311,1127.697799
65.5759881,4.890130815,554.5533029,66.21142128,1994.040487,224.1458738,3363.376383,680.3330086,2981.603834,1025.599021,3687.750089,367.21055,5543.953829,1040.54575,4505.586463,2112.057206
71.12917382,4.989271388,602.3570523,74.48301154,2193.953902,393.417774,3322.771984,631.8286935,3458.287374,1280.83561,3845.653921,1072.652605,5942.158535,1221.783748,5900.773022,2426.945756
75.76661351,1.234887174,579.6405539,62.93334594,2330.880287,543.6746048,3277.828465,1210.529756,4029.029439,1591.320386,4169.145093,1392.093651,7294.922729,469.9431895,6408.872968,2218.701819
76.76443695,4.191127991,613.9844696,54.35286777,2439.665883,518.7832696,2975.266099,2165.955177,4179.028863,1394.722929,4529.172995,1648.484334,8181.108978,1496.199724,7474.001898,1783.072232
80.71943229,2.969594707,666.3882463,52.24083941,2647.294214,616.1841356,3277.967361,2256.66048,4611.767526,2174.747961,4699.492628,1402.306518,7769.036371,1414.538919,8079.565393,2314.787809
81.0339516,2.054860202,734.6503405,53.74960148,2649.626983,783.0518017,3290.104539,2087.326947,4192.805727,1465.783447,4877.293156,1735.432805,8700.699343,761.3195732,7309.492822,3018.875786
84.31952427,1.678162739,878.0222779,113.9003839,2908.484178,656.0067813,3768.355216,1726.024537,5298.667864,1186.275635,4959.816349,2983.18325,9429.387428,1072.31209,8749.10604,2224.759038
93.98762426,4.44740399,1081.955056,142.6152153,3198.144872,656.6627217,4745.338956,997.027176,5643.253585,589.8765666,5770.097725,3382.872599,10114.74919,720.4009446,10512.0055,2428.816809
103.0417534,5.885518651,1247.164404,111.7036237,3353.72718,611.312651,5101.406383,1138.264712,5485.155473,725.1359133,6059.404884,3275.099332,9802.808932,2019.981096,10609.88817,2147.234594
110.7854116,3.827910871,1612.265097,128.5216764,3625.441692,426.6373739,5813.506211,944.466407,6435.243906,1055.601417,8156.111927,1531.891646,11025.46341,1310.782963,10683.00576,2414.138345
109.86298,3.19857516,1779.967044,155.0527686,3707.277447,177.2560765,6311.625362,854.4484061,6692.664099,2056.66781,8819.191699,1631.156865,11277.46195,1150.558408,10214.44953,3212.387366
118.2273711,3.373162612,2073.696917,174.9017329,3994.92408,116.6335596,6975.272757,610.4359443,7329.588656,2297.36237,10863.91972,808.7745758,12059.46839,735.0996396,10624.14845,2901.015594
120.8069008,3.834817854,2268.313839,92.83930858,4127.186691,177.4199448,7214.643637,348.8249316,7908.148553,2185.100091,11990.00021,751.216657,13049.72113,440.8471132,12759.73843,2109.797023
123.9335119,4.322203677,2385.094132,92.47583528,4387.855756,108.8775488,7561.925018,118.210641,8767.63924,1696.063114,13455.32747,564.0128794,15026.73565,510.9078143,14385.51018,2455.809849
122.6114094,5.245065285,2386.113856,79.48970905,4314.753811,113.2787452,7603.326305,298.5367273,9031.584567,1156.774633,13750.81899,616.2898689,15381.36507,513.7388895,15626.87207,2115.211748
120.1788711,4.785217593,2373.772425,44.06063821,4278.675203,113.8067883,7480.708477,379.3866409,9134.297129,722.8422138,13779.35727,458.6050947,15677.94506,544.1148317,17527.88047,1645.413992
117.42682,5.103943958,2213.350366,55.40209259,4004.387344,96.28114309,6944.305247,454.6345645,8767.241627,360.3889922,12959.56478,475.399127,15390.61238,750.4049468,18364.55249,1545.674096
109.4670587,3.562306946,2054.661495,86.6056536,3731.148288,118.4399239,6407.393499,372.2342569,8324.444542,217.2729464,12275.67981,443.3481205,15315.57134,662.9726942,18341.18526,1964.672519
110.1117665,4.867332698,1952.610193,76.13466308,3623.395626,120.6798682,6200.354292,356.5696012,7974.832167,183.2635481,11928.89568,360.208369,15329.65374,550.4359824,19253.01208,1838.765702
107.1510218,5.762267109,1925.081962,87.38800198,3494.531639,118.7359235,5973.977406,362.1375241,7520.799249,81.40953012,11508.45946,359.908771,14809.59008,409.0622596,19800.59626,1663.170019
105.813238,5.397258067,1842.389085,84.31755342,3366.326425,69.14274868,5677.647632,259.1889682,7232.603841,57.40147969,10916.51626,170.4395648,14432.50528,391.8196172,19327.05987,1489.382462
105.3281776,3.686450515,1754.925895,96.60130922,3185.332164,113.4190752,5388.241187,279.9950877,6941.367719,169.1046958,10337.51213,170.8484992,13551.61274,384.3867607,19133.42664,1155.086981
110.4649255,3.981114542,1795.026677,74.3977517,3174.749955,90.84938977,5301.642037,222.2162273,6904.64914,135.6321627,10300.73617,163.3627313,13484.48764,140.4009053,19409.89217,961.1962083
108.094201,3.900992093,1731.104874,56.41467987,3012.322968,44.27739251,5029.116534,240.871602,6389.535943,99.54245683,9606.831278,214.4168695,12493.29038,260.3724099,18246.15588,859.5864069
107.4923786,4.856829435,1648.449906,61.28053314,2860.180973,76.5964172,4747.011771,186.8147023,6153.362683,31.72638926,9182.402342,120.3820156,12009.81543,242.188782,17143.56592,679.6296205
105.2328559,3.345903489,1661.941725,106.4284299,2847.738291,84.07537935,4744.921836,212.8712498,5937.851286,33.1197978,8937.894755,233.005245,11688.18502,332.7481152,16765.14996,609.1680127
103.7596888,4.291326967,1582.489326,123.2734645,2677.051448,96.34918261,4342.008229,206.5375037,5647.606353,50.52504447,8539.254124,169.2261094,11080.20456,208.3980458,15328.202,446.12167
107.4072918,6.075499626,1563.215346,89.2301941,2689.704157,73.55131252,4352.758518,218.0681588,5500.774998,137.9553467,8434.465942,133.0789489,10998.05807,125.3309455,15099.65579,544.7074426
110.0574081,8.43677133,1508.401994,88.41398876,2557.166919,63.1591244,4100.706472,183.2845132,5279.151093,67.21716775,8076.948813,148.3532192,10570.08454,110.9968085,14278.49168,518.2654087
111.1075841,8.743908305,1479.471792,81.20719879,2519.295655,98.02957415,3943.923958,231.0680925,5100.764117,66.65916494,7734.488734,103.4301781,10330.61951,130.2682522,13736.97031,526.696989
106.7985655,6.833464999,1430.662095,94.40250018,2392.307931,133.4260696,3724.651236,129.3605087,4920.541017,91.07839539,7442.620752,59.35296255,9987.78957,241.506075,13264.38378,539.2921874
102.6351399,5.564883144,1335.609735,96.33919282,2235.414987,136.2808287,3454.102936,142.5928225,4525.51413,63.62964764,6904.526415,66.73416454,9335.70361,274.4798516,12625.77369,463.4168478
108.87008,6.932579849,1354.979946,103.8782484,2235.34899,145.1281894,3399.307591,147.5891917,4420.606582,78.47822465,6847.310188,80.93584099,9302.931557,274.3775497,12520.60431,455.0310238
106.8074045,8.227949032,1265.399357,89.50051567,2048.645474,125.0774895,3187.157626,114.4434104,4211.399451,118.7643899,6496.357759,120.2330134,8909.93243,173.5738229,11951.58943,601.9240063
112.0789247,8.804697712,1285.049744,111.5828796,2019.938617,116.108525,3159.386783,122.0610778,4097.790841,123.4683006,6400.078821,51.64256035,8841.729167,181.5432141,11775.07014,688.1247881
116.3663666,12.42567126,1250.95882,115.1792496,1907.590338,103.9375435,2950.971283,91.45624644,3903.978077,77.92840009,6187.062238,66.83382545,8517.731382,191.5140304,11363.85487,793.4615897
119.6618404,12.19292095,1217.870681,70.72876966,1869.272463,104.7482609,2965.710924,80.27054966,3732.727693,75.50485379,5936.9818,78.68165271,8405.787822,335.3849463,11441.26454,881.1998176
123.733132,15.89700587,1171.869986,99.8748407,1765.668449,60.02905756,2838.199918,26.73789232,3621.047137,69.1422057,5758.64419,102.6445018,8195.547524,251.518624,11580.99629,912.3266621
128.8603919,15.54166078,1152.229031,83.50840206,1729.830677,63.65183598,2773.538636,78.77250445,3477.014284,68.18804901,5627.742198,148.0387312,8089.09713,319.2965555,11905.54311,870.5491307
138.3344115,20.51024633,1130.395987,86.05634574,1703.802885,30.01591281,2723.067922,45.47217147,3360.144056,136.0074592,5525.04616,138.8716709,8028.964862,325.2457161,11643.10851,393.0887434
145.0130429,22.72577629,1108.157438,94.81210015,1648.063031,36.61276983,2631.034163,90.8957208,3340.559783,143.9007344,5355.674236,168.0197358,7901.11402,198.6607647,11479.35417,479.9492397
145.2159553,22.82258439,1095.999259,91.35209546,1597.870776,60.25707787,2578.22878,100.3688699,3251.954119,187.703193,5177.562441,175.1601168,7790.678832,133.8630359,11350.07545,728.2119573
152.8013561,23.88584427,1100.65213,89.56929613,1571.91289,78.04424151,2542.390282,152.3364955,3174.537229,252.7328456,5096.536295,208.9185898,7718.162121,53.98675217,11987.61403,1052.723887
153.1545503,25.26811812,1065.80021,97.71225244,1535.401256,90.40355348,2458.14179,246.199098,3081.611686,308.8713127,5045.89504,386.1061693,8077.09632,158.4925917,11572.54618,1305.212274
156.5394567,22.30767167,1065.008222,112.797347,1565.428882,132.587942,2483.560953,268.0720048,3127.066142,383.3307559,5086.490908,384.313078,8308.880202,151.1515932,11813.05041,1237.29472
151.6786317,17.66401398,1030.56574,113.9699516,1542.480672,136.1989912,2386.421359,308.3390148,3094.716404,433.973672,4945.977858,407.4569585,8438.829737,243.0900884,11854.16442,854.2927415
152.1344922,16.39628007,1034.101347,141.482641,1566.132031,141.0671676,2457.661589,378.1943268,3133.42508,447.0553161,4995.055705,459.234409,8702.817256,327.4396442,12346.60316,806.0330974
153.6566617,21.01863833,995.3879383,146.0314371,1572.545307,165.1918361,2406.976371,474.6070762,3078.470885,509.755178,4872.081471,525.1758601,8711.622982,417.6429621,12541.65875,1729.876509
162.0079183,22.53646041,1012.505568,175.6112471,1679.488471,195.439223,2470.23605,561.4306579,3099.418939,516.463155,4872.570977,581.8987523,8901.658125,556.0110692,11874.90087,876.0275028
162.2468735,23.94916754,1007.974303,173.066386,1675.384184,179.6360925,2435.98896,576.4351865,3103.227919,581.5447173,4852.106976,565.879718,9091.258867,601.0801454,11035.37584,731.8889714
171.1962376,32.43416197,1047.405219,173.0120863,1798.397824,234.0065773,2459.016416,589.3833841,3130.584086,638.0850164,4821.717714,623.2923712,9116.613432,570.4618227,11342.51382,2353.33488
176.6425584,36.26721891,1065.906204,219.2719592,1823.668033,214.6660209,2365.090991,623.3056307,3154.977952,658.1606662,4831.221702,674.8309648,9278.531369,685.3640047,10703.95116,1815.069505
182.7532356,35.69302516,1067.150086,170.2167393,1868.334294,240.193935,2422.531448,685.7985843,3169.108295,710.8302266,4932.986117,697.21233,9506.412828,744.5883146,10867.33118,1991.458931
178.2105457,31.73086271,1034.363737,156.6525285,1911.223047,265.2054785,2352.743799,738.4420863,3149.47812,730.6269286,4883.159721,720.4945486,9701.1505,839.524694,11512.69641,2782.310902
179.1774988,27.25184034,1045.981393,177.5856598,1997.081718,318.074711,2453.68321,853.0250542,3237.00518,804.4415847,4898.004445,769.7772389,9978.634837,768.7376429,12145.04578,2135.155539
185.4065137,26.04285937,1056.065904,199.4065864,2023.046512,375.7418437,2407.874827,904.1174559,3446.486947,884.7401765,4943.934408,864.1661752,10320.59659,962.355202,12802.34799,2255.352403
190.0580264,28.85709166,1088.206316,210.7624093,2055.674485,378.018981,2456.187752,930.8542335,3492.68958,922.941892,4909.062076,850.8724423,10150.45749,871.9566464,12063.82466,1973.256623
204.3250859,38.54798603,1150.117211,206.9835391,2128.508806,389.9094062,2532.542332,966.3867709,3487.104244,1016.564278,4989.686079,908.2499925,10237.90608,870.8792006,11608.38284,1608.33721
209.2423078,46.90626255,1145.045359,175.8201988,2131.83953,381.2924432,2517.027457,990.5673636,3521.059074,1083.227568,5050.69379,894.0862793,10394.42706,916.0305248,12675.52435,3268.969938
221.3784857,54.64308437,1189.194391,202.9602733,2198.565244,394.4468708,2641.996584,1004.61568,3656.740284,1127.283206,5075.291417,986.3787685,10374.71269,870.9844051,12943.19881,1806.047857
232.231258,58.19478575,1221.561889,215.6689704,2249.78811,399.6120207,2656.5563,985.2177463,3730.151103,1198.970211,5152.970359,967.4492216,10687.24408,846.7418535,12983.77774,2628.004797
235.3773718,65.59208426,1233.114062,208.3668343,2222.440444,373.4911036,2659.815033,1004.983098,3881.95959,1239.432571,5044.612944,966.7166449,10612.3231,849.4072706,12090.89788,2188.245561
233.1485919,65.48380192,1240.453146,200.5847134,2191.445577,384.7769694,2624.839512,1044.020355,4020.449012,1225.354427,5182.620877,1023.125178,10665.22425,709.3896932,12879.66105,2745.040042
238.3146031,62.23729079,1321.848278,224.3600059,2283.926378,447.5279824,2798.377999,1133.986044,4099.390886,1227.062774,5224.735377,1083.792668,10915.64972,875.4865188,13348.53208,2074.690101
241.6115735,54.43590693,1317.625952,230.8630646,2257.790012,455.8657496,2667.075181,1086.806256,4177.305426,1230.75597,5256.148125,1132.72749,10659.55795,759.5863839,13422.67305,1761.018955
250.5443267,48.80655397,1324.187701,166.1782521,2288.505044,458.0067456,2698.243199,1045.82683,4094.58686,1179.236817,5177.123755,1206.083528,10401.75153,753.7109847,13144.71256,2000.284625
262.1122947,45.37794869,1304.445361,135.2573716,2248.545864,484.6833816,2655.278973,1029.574633,4179.008127,1246.068631,5188.6521,1306.720222,10335.80677,751.7134688,13880.37199,2585.438844
265.1770973,48.85146729,1401.462232,118.9580436,2358.384614,565.0751631,2903.722892,983.3399262,4377.191707,1137.898711,5370.190452,1352.719514,10464.59707,677.7778503,13738.83823,2078.350297
272.2143115,61.33724757,1383.279636,104.9948872,2283.32396,577.2598283,2839.233289,894.7392945,4400.650779,1168.629943,5434.789463,1314.509934,10376.50505,875.5376716,13874.18135,2178.615485